dataset,engine_id,predicted_RUL,rank,feature,shap_value,absolute_impact,effect
FD002,230,121.5712,7,sensor_15_rolling_mean,-5.9575,5.9575,decreased predicted RUL
FD002,230,121.5712,8,sensor_6,-5.0556,5.0556,decreased predicted RUL
FD002,230,121.5712,9,sensor_13_rolling_mean,4.9866,4.9866,increased predicted RUL
FD002,230,121.5712,10,sensor_17,4.7936,4.7936,increased predicted RUL
FD002,231,5.4686,1,cycle,-45.8651,45.8651,decreased predicted RUL
FD002,231,5.4686,2,sensor_13,-26.607,26.607,decreased predicted RUL
FD002,231,5.4686,3,sensor_15,-15.4151,15.4151,decreased predicted RUL
FD002,231,5.4686,4,sensor_6,-8.0456,8.0456,decreased predicted RUL
FD002,231,5.4686,5,sensor_21,-7.0865,7.0865,decreased predicted RUL
FD002,231,5.4686,6,sensor_15_diff,-6.6262,6.6262,decreased predicted RUL
FD002,231,5.4686,7,sensor_11,-4.3251,4.3251,decreased predicted RUL
FD002,231,5.4686,8,sensor_7,-3.5044,3.5044,decreased predicted RUL
FD002,231,5.4686,9,sensor_4,-3.34,3.34,decreased predicted RUL
FD002,231,5.4686,10,sensor_20,-3.2146,3.2146,decreased predicted RUL
FD002,232,51.8871,1,cycle,-33.881,33.881,decreased predicted RUL
FD002,232,51.8871,2,sensor_15,-20.016,20.016,decreased predicted RUL
FD002,232,51.8871,3,sensor_13,7.7719,7.7719,increased predicted RUL
FD002,232,51.8871,4,sensor_6,-7.6926,7.6926,decreased predicted RUL
FD002,232,51.8871,5,sensor_15_diff,-6.7978,6.7978,decreased predicted RUL
FD002,232,51.8871,6,sensor_7,-5.5143,5.5143,decreased predicted RUL
FD002,232,51.8871,7,sensor_21,-4.9088,4.9088,decreased predicted RUL
FD002,232,51.8871,8,sensor_15_rolling_mean,-4.5785,4.5785,decreased predicted RUL
FD002,232,51.8871,9,sensor_20,-3.4278,3.4278,decreased predicted RUL
FD002,232,51.8871,10,sensor_12,-2.9768,2.9768,decreased predicted RUL
FD002,233,166.7932,1,cycle,40.3021,40.3021,increased predicted RUL
FD002,233,166.7932,2,sensor_15,13.1534,13.1534,increased predicted RUL
FD002,233,166.7932,3,sensor_6,-6.605,6.605,decreased predicted RUL
FD002,233,166.7932,4,sensor_11,-4.4502,4.4502,decreased predicted RUL
FD002,233,166.7932,5,sensor_4,-4.3858,4.3858,decreased predicted RUL
FD002,233,166.7932,6,sensor_13_rolling_mean,3.7883,3.7883,increased predicted RUL
FD002,233,166.7932,7,sensor_15_diff,-3.3066,3.3066,decreased predicted RUL
FD002,233,166.7932,8,sensor_7,-2.9036,2.9036,decreased predicted RUL
FD002,233,166.7932,9,sensor_21,2.6555,2.6555,increased predicted RUL
FD002,233,166.7932,10,sensor_17_rolling_std,-2.2844,2.2844,decreased predicted RUL
FD002,234,122.9459,1,sensor_15,-43.8605,43.8605,decreased predicted RUL
FD002,234,122.9459,2,sensor_11,29.5437,29.5437,increased predicted RUL
FD002,234,122.9459,3,cycle,-26.7571,26.7571,decreased predicted RUL
FD002,234,122.9459,4,sensor_13,15.2397,15.2397,increased predicted RUL
FD002,234,122.9459,5,sensor_4,13.1287,13.1287,increased predicted RUL
FD002,234,122.9459,6,sensor_11_diff,-7.2071,7.2071,decreased predicted RUL
FD002,234,122.9459,7,sensor_15_diff,6.6433,6.6433,increased predicted RUL
FD002,234,122.9459,8,sensor_3,6.2803,6.2803,increased predicted RUL
FD002,234,122.9459,9,sensor_15_rolling_mean,-6.2317,6.2317,decreased predicted RUL
FD002,234,122.9459,10,sensor_4_diff,-5.6684,5.6684,decreased predicted RUL
FD002,235,98.4925,1,cycle,-20.2647,20.2647,decreased predicted RUL
FD002,235,98.4925,2,sensor_13,-15.7557,15.7557,decreased predicted RUL
FD002,235,98.4925,3,sensor_15,13.2401,13.2401,increased predicted RUL
FD002,235,98.4925,4,sensor_15_diff,-4.278,4.278,decreased predicted RUL
FD002,235,98.4925,5,sensor_4,-4.2767,4.2767,decreased predicted RUL
FD002,235,98.4925,6,sensor_11_rolling_mean,-3.2742,3.2742,decreased predicted RUL
FD002,235,98.4925,7,sensor_21,2.5485,2.5485,increased predicted RUL
FD002,235,98.4925,8,sensor_13_diff,2.2219,2.2219,increased predicted RUL
FD002,235,98.4925,9,sensor_13_rolling_mean,-2.035,2.035,decreased predicted RUL
FD002,235,98.4925,10,sensor_6_rolling_mean,-1.9072,1.9072,decreased predicted RUL
FD002,236,12.7947,1,sensor_15,-75.9498,75.9498,decreased predicted RUL
FD002,236,12.7947,2,cycle,-31.9502,31.9502,decreased predicted RUL
FD002,236,12.7947,3,sensor_6,-7.6433,7.6433,decreased predicted RUL
FD002,236,12.7947,4,sensor_11,6.6303,6.6303,increased predicted RUL
FD002,236,12.7947,5,sensor_4,6.2413,6.2413,increased predicted RUL
FD002,236,12.7947,6,sensor_15_rolling_mean,-6.2393,6.2393,decreased predicted RUL
FD002,236,12.7947,7,sensor_13,4.9839,4.9839,increased predicted RUL
FD002,236,12.7947,8,sensor_6_rolling_mean,-4.0024,4.0024,decreased predicted RUL
FD002,236,12.7947,9,sensor_3,3.4684,3.4684,increased predicted RUL
FD002,236,12.7947,10,sensor_12,-3.3907,3.3907,decreased predicted RUL
FD002,237,35.3333,1,sensor_13,-38.4883,38.4883,decreased predicted RUL
FD002,237,35.3333,2,cycle,-35.2366,35.2366,decreased predicted RUL
FD002,237,35.3333,3,sensor_11,-6.5804,6.5804,decreased predicted RUL
FD002,237,35.3333,4,sensor_4,-6.4935,6.4935,decreased predicted RUL
FD002,237,35.3333,5,sensor_15_rolling_mean,-3.9297,3.9297,decreased predicted RUL
FD002,237,35.3333,6,sensor_15,3.8759,3.8759,increased predicted RUL
FD002,237,35.3333,7,sensor_15_diff,-2.6447,2.6447,decreased predicted RUL
FD002,237,35.3333,8,sensor_6_rolling_mean,-1.886,1.886,decreased predicted RUL
FD002,237,35.3333,9,sensor_12,-1.6557,1.6557,decreased predicted RUL
FD002,237,35.3333,10,sensor_13_rolling_std,-1.4706,1.4706,decreased predicted RUL
FD002,238,134.1519,1,sensor_15,21.7513,21.7513,increased predicted RUL
FD002,238,134.1519,2,cycle,-8.8923,8.8923,decreased predicted RUL
FD002,238,134.1519,3,sensor_4,-5.0982,5.0982,decreased predicted RUL
FD002,238,134.1519,4,sensor_8,3.3982,3.3982,increased predicted RUL
FD002,238,134.1519,5,sensor_13_rolling_mean,3.0082,3.0082,increased predicted RUL
FD002,238,134.1519,6,sensor_13,-2.8738,2.8738,decreased predicted RUL
FD002,238,134.1519,7,sensor_11_rolling_mean,-2.7582,2.7582,decreased predicted RUL
FD002,238,134.1519,8,sensor_11,-2.5026,2.5026,decreased predicted RUL
FD002,238,134.1519,9,sensor_15_diff,-2.0036,2.0036,decreased predicted RUL
FD002,238,134.1519,10,sensor_4_rolling_mean,-1.661,1.661,decreased predicted RUL
FD002,239,87.7539,1,cycle,-21.1966,21.1966,decreased predicted RUL
FD002,239,87.7539,2,sensor_15,-8.8867,8.8867,decreased predicted RUL
FD002,239,87.7539,3,sensor_11,7.0868,7.0868,increased predicted RUL
FD002,239,87.7539,4,sensor_15_diff,5.1474,5.1474,increased predicted RUL
FD002,239,87.7539,5,sensor_21,-4.6485,4.6485,decreased predicted RUL
FD002,239,87.7539,6,sensor_15_rolling_mean,-3.6827,3.6827,decreased predicted RUL
FD002,239,87.7539,7,sensor_6,-3.563,3.563,decreased predicted RUL
FD002,239,87.7539,8,sensor_12,-2.9401,2.9401,decreased predicted RUL
FD002,239,87.7539,9,sensor_11_diff,-2.8359,2.8359,decreased predicted RUL
FD002,239,87.7539,10,sensor_4,-2.7536,2.7536,decreased predicted RUL
FD002,240,152.6623,1,cycle,34.1795,34.1795,increased predicted RUL
FD002,240,152.6623,2,sensor_15,-15.0753,15.0753,decreased predicted RUL
FD002,240,152.6623,3,sensor_13,7.4753,7.4753,increased predicted RUL
FD002,240,152.6623,4,sensor_15_diff,-5.9835,5.9835,decreased predicted RUL
FD002,240,152.6623,5,sensor_2,5.0547,5.0547,increased predicted RUL
FD002,240,152.6623,6,sensor_4_diff,4.8481,4.8481,increased predicted RUL
FD002,240,152.6623,7,sensor_12,-4.839,4.839,decreased predicted RUL
FD002,240,152.6623,8,sensor_7,-4.1608,4.1608,decreased predicted RUL
FD002,240,152.6623,9,sensor_9,3.9836,3.9836,increased predicted RUL
FD002,240,152.6623,10,sensor_21,-3.8863,3.8863,decreased predicted RUL
FD002,241,192.3661,1,cycle,35.2501,35.2501,increased predicted RUL
FD002,241,192.3661,2,sensor_15,22.6722,22.6722,increased predicted RUL
FD002,241,192.3661,3,sensor_6,-16.8247,16.8247,decreased predicted RUL
FD002,241,192.3661,4,sensor_12,5.8053,5.8053,increased predicted RUL
FD002,241,192.3661,5,sensor_20,4.6184,4.6184,increased predicted RUL
FD002,241,192.3661,6,sensor_21,4.2718,4.2718,increased predicted RUL
FD002,241,192.3661,7,sensor_7,4.2313,4.2313,increased predicted RUL
FD002,241,192.3661,8,sensor_11_rolling_mean,-3.8338,3.8338,decreased predicted RUL
FD002,241,192.3661,9,sensor_15_rolling_mean,3.3194,3.3194,increased predicted RUL
FD002,241,192.3661,10,sensor_13_rolling_std,3.1567,3.1567,increased predicted RUL
FD002,242,14.2433,1,cycle,-38.4103,38.4103,decreased predicted RUL
FD002,242,14.2433,2,sensor_15,-26.9455,26.9455,decreased predicted RUL
FD002,242,14.2433,3,sensor_6,-7.4395,7.4395,decreased predicted RUL
FD002,242,14.2433,4,sensor_21,-6.6939,6.6939,decreased predicted RUL
FD002,242,14.2433,5,sensor_12,-5.516,5.516,decreased predicted RUL
FD002,242,14.2433,6,sensor_13,-3.8145,3.8145,decreased predicted RUL
FD002,242,14.2433,7,sensor_7,-3.6947,3.6947,decreased predicted RUL
FD002,242,14.2433,8,sensor_4_diff,-3.5045,3.5045,decreased predicted RUL
FD002,242,14.2433,9,sensor_11,-3.2132,3.2132,decreased predicted RUL
FD002,242,14.2433,10,sensor_4,-2.9467,2.9467,decreased predicted RUL
FD002,243,159.1163,1,cycle,50.3797,50.3797,increased predicted RUL
FD002,243,159.1163,2,sensor_15,-16.1392,16.1392,decreased predicted RUL
FD002,243,159.1163,3,sensor_13,7.759,7.759,increased predicted RUL
FD002,243,159.1163,4,sensor_11_diff,-6.0623,6.0623,decreased predicted RUL
FD002,243,159.1163,5,sensor_15_diff,4.3626,4.3626,increased predicted RUL
FD002,243,159.1163,6,sensor_7,-3.8105,3.8105,decreased predicted RUL
FD002,243,159.1163,7,sensor_10,-3.364,3.364,decreased predicted RUL
FD002,243,159.1163,8,sensor_13_rolling_mean,3.2496,3.2496,increased predicted RUL
FD002,243,159.1163,9,sensor_4_diff,-2.5971,2.5971,decreased predicted RUL
FD002,243,159.1163,10,sensor_21,-2.4259,2.4259,decreased predicted RUL
FD002,244,149.0016,1,sensor_15,-31.4948,31.4948,decreased predicted RUL
FD002,244,149.0016,2,cycle,30.9562,30.9562,increased predicted RUL
FD002,244,149.0016,3,sensor_11,15.8298,15.8298,increased predicted RUL
FD002,244,149.0016,4,sensor_11_diff,-11.7278,11.7278,decreased predicted RUL
FD002,244,149.0016,5,sensor_13,11.4417,11.4417,increased predicted RUL
FD002,244,149.0016,6,sensor_6,-7.3553,7.3553,decreased predicted RUL
FD002,244,149.0016,7,sensor_3,6.1533,6.1533,increased predicted RUL
FD002,244,149.0016,8,sensor_15_diff,5.6048,5.6048,increased predicted RUL
FD002,244,149.0016,9,sensor_2,4.4834,4.4834,increased predicted RUL
FD002,244,149.0016,10,sensor_8,3.857,3.857,increased predicted RUL
FD002,245,7.8046,1,sensor_15,-74.043,74.043,decreased predicted RUL
FD002,245,7.8046,2,cycle,-34.1204,34.1204,decreased predicted RUL
FD002,245,7.8046,3,sensor_11_diff,-7.6664,7.6664,decreased predicted RUL
FD002,245,7.8046,4,sensor_6,-7.3365,7.3365,decreased predicted RUL
FD002,245,7.8046,5,sensor_4,5.8634,5.8634,increased predicted RUL
FD002,245,7.8046,6,sensor_11,5.0245,5.0245,increased predicted RUL
FD002,245,7.8046,7,sensor_15_rolling_mean,-4.8857,4.8857,decreased predicted RUL
FD002,245,7.8046,8,sensor_15_diff,4.7745,4.7745,increased predicted RUL
FD002,245,7.8046,9,sensor_6_rolling_mean,-3.6464,3.6464,decreased predicted RUL
FD002,245,7.8046,10,sensor_9,3.3002,3.3002,increased predicted RUL
FD002,246,127.6026,1,sensor_15,8.4662,8.4662,increased predicted RUL
FD002,246,127.6026,2,cycle,7.9236,7.9236,increased predicted RUL
FD002,246,127.6026,3,sensor_11_rolling_mean,-4.7876,4.7876,decreased predicted RUL
FD002,246,127.6026,4,sensor_15_diff,4.6624,4.6624,increased predicted RUL
FD002,246,127.6026,5,sensor_11,-4.2134,4.2134,decreased predicted RUL
FD002,246,127.6026,6,sensor_15_rolling_mean,3.8824,3.8824,increased predicted RUL
FD002,246,127.6026,7,sensor_11_diff,-3.4063,3.4063,decreased predicted RUL
FD002,246,127.6026,8,sensor_4,-3.2639,3.2639,decreased predicted RUL
FD002,246,127.6026,9,sensor_2,-2.8276,2.8276,decreased predicted RUL
FD002,246,127.6026,10,sensor_12,-2.7827,2.7827,decreased predicted RUL
FD002,247,172.2524,1,sensor_11,21.3655,21.3655,increased predicted RUL
FD002,247,172.2524,2,sensor_4,14.0444,14.0444,increased predicted RUL
FD002,247,172.2524,3,sensor_15_diff,4.4858,4.4858,increased predicted RUL
FD002,247,172.2524,4,sensor_13_rolling_mean,4.2195,4.2195,increased predicted RUL
FD002,247,172.2524,5,sensor_11_diff,-3.7954,3.7954,decreased predicted RUL
FD002,247,172.2524,6,sensor_4_rolling_std,-3.2709,3.2709,decreased predicted RUL
FD002,247,172.2524,7,sensor_8,2.7148,2.7148,increased predicted RUL
FD002,247,172.2524,8,sensor_2,2.5976,2.5976,increased predicted RUL
FD002,247,172.2524,9,sensor_4_diff,-2.5832,2.5832,decreased predicted RUL
FD002,247,172.2524,10,sensor_11_rolling_mean,-2.4883,2.4883,decreased predicted RUL
FD002,248,78.0694,1,cycle,-38.1719,38.1719,decreased predicted RUL
FD002,248,78.0694,2,sensor_13,-16.4316,16.4316,decreased predicted RUL
FD002,248,78.0694,3,sensor_15,5.1635,5.1635,increased predicted RUL
FD002,248,78.0694,4,sensor_13_rolling_mean,-3.6813,3.6813,decreased predicted RUL
FD002,248,78.0694,5,sensor_7,-3.0989,3.0989,decreased predicted RUL
FD002,248,78.0694,6,sensor_8,-2.5628,2.5628,decreased predicted RUL
FD002,248,78.0694,7,sensor_13_diff,-2.5034,2.5034,decreased predicted RUL
FD002,248,78.0694,8,sensor_14,2.3871,2.3871,increased predicted RUL
FD002,248,78.0694,9,sensor_11_rolling_mean,-1.948,1.948,decreased predicted RUL
FD002,248,78.0694,10,sensor_11_diff,1.7209,1.7209,increased predicted RUL
FD002,249,167.3933,1,cycle,49.6381,49.6381,increased predicted RUL
FD002,249,167.3933,2,sensor_15,9.7344,9.7344,increased predicted RUL
FD002,249,167.3933,3,sensor_6,-7.0075,7.0075,decreased predicted RUL
FD002,249,167.3933,4,sensor_4,-6.0213,6.0213,decreased predicted RUL
FD002,249,167.3933,5,sensor_11,-5.1643,5.1643,decreased predicted RUL
FD002,249,167.3933,6,sensor_11_rolling_mean,-5.0576,5.0576,decreased predicted RUL
FD002,249,167.3933,7,sensor_13,-4.7276,4.7276,decreased predicted RUL
FD002,249,167.3933,8,sensor_13_rolling_mean,-4.3125,4.3125,decreased predicted RUL
FD002,249,167.3933,9,sensor_13_rolling_std,4.2033,4.2033,increased predicted RUL
FD002,249,167.3933,10,sensor_7,-3.2708,3.2708,decreased predicted RUL
FD002,250,10.6816,1,sensor_13,-44.224,44.224,decreased predicted RUL
FD002,250,10.6816,2,cycle,-39.7773,39.7773,decreased predicted RUL
FD002,250,10.6816,3,sensor_11,-6.1426,6.1426,decreased predicted RUL
FD002,250,10.6816,4,sensor_15_diff,3.719,3.719,increased predicted RUL
FD002,250,10.6816,5,sensor_4,-3.6268,3.6268,decreased predicted RUL
FD002,250,10.6816,6,sensor_4_rolling_std,-3.5087,3.5087,decreased predicted RUL
FD002,250,10.6816,7,sensor_15_rolling_mean,-2.9856,2.9856,decreased predicted RUL
FD002,250,10.6816,8,sensor_21,-2.9619,2.9619,decreased predicted RUL
FD002,250,10.6816,9,sensor_10_rolling_std,2.7088,2.7088,increased predicted RUL
FD002,250,10.6816,10,sensor_7,-2.663,2.663,decreased predicted RUL
FD002,251,138.2739,1,sensor_15,-32.7833,32.7833,decreased predicted RUL
FD002,251,138.2739,2,sensor_4,16.0213,16.0213,increased predicted RUL
FD002,251,138.2739,3,cycle,13.139,13.139,increased predicted RUL
FD002,251,138.2739,4,sensor_13,10.7332,10.7332,increased predicted RUL
FD002,251,138.2739,5,sensor_11,8.0695,8.0695,increased predicted RUL
FD002,251,138.2739,6,sensor_15_rolling_mean,-6.7304,6.7304,decreased predicted RUL
FD002,251,138.2739,7,sensor_11_diff,-5.6858,5.6858,decreased predicted RUL
FD002,251,138.2739,8,sensor_9,5.6032,5.6032,increased predicted RUL
FD002,251,138.2739,9,sensor_13_rolling_mean,5.5931,5.5931,increased predicted RUL
FD002,251,138.2739,10,sensor_6,-5.3996,5.3996,decreased predicted RUL
FD002,252,11.1861,1,cycle,-35.5203,35.5203,decreased predicted RUL
FD002,252,11.1861,2,sensor_13,-25.1224,25.1224,decreased predicted RUL
FD002,252,11.1861,3,sensor_15,-9.7192,9.7192,decreased predicted RUL
FD002,252,11.1861,4,sensor_11,-9.0553,9.0553,decreased predicted RUL
FD002,252,11.1861,5,sensor_4,-7.6491,7.6491,decreased predicted RUL
FD002,252,11.1861,6,sensor_2,-5.0668,5.0668,decreased predicted RUL
FD002,252,11.1861,7,sensor_6,-3.5492,3.5492,decreased predicted RUL
FD002,252,11.1861,8,sensor_7,-3.3501,3.3501,decreased predicted RUL
FD002,252,11.1861,9,sensor_11_rolling_mean,-3.2922,3.2922,decreased predicted RUL
FD002,252,11.1861,10,sensor_13_rolling_mean,-3.1209,3.1209,decreased predicted RUL
FD002,253,61.1558,1,cycle,-35.191,35.191,decreased predicted RUL
FD002,253,61.1558,2,sensor_11,-18.3741,18.3741,decreased predicted RUL
FD002,253,61.1558,3,sensor_4,-13.8854,13.8854,decreased predicted RUL
FD002,253,61.1558,4,sensor_15_diff,-9.5704,9.5704,decreased predicted RUL
FD002,253,61.1558,5,sensor_15,9.308,9.308,increased predicted RUL
FD002,253,61.1558,6,sensor_13_diff,5.3726,5.3726,increased predicted RUL
FD002,253,61.1558,7,sensor_2,-4.5872,4.5872,decreased predicted RUL
FD002,253,61.1558,8,sensor_10_diff,3.5917,3.5917,increased predicted RUL
FD002,253,61.1558,9,sensor_17,-3.5107,3.5107,decreased predicted RUL
FD002,253,61.1558,10,sensor_4_rolling_std,-3.3987,3.3987,decreased predicted RUL
FD002,254,57.1789,1,cycle,-36.1833,36.1833,decreased predicted RUL
FD002,254,57.1789,2,sensor_15,-14.2094,14.2094,decreased predicted RUL
FD002,254,57.1789,3,sensor_13,-12.5405,12.5405,decreased predicted RUL
FD002,254,57.1789,4,sensor_4,10.8063,10.8063,increased predicted RUL
FD002,254,57.1789,5,sensor_6,-5.856,5.856,decreased predicted RUL
FD002,254,57.1789,6,sensor_21,-5.3376,5.3376,decreased predicted RUL
FD002,254,57.1789,7,sensor_13_rolling_mean,-5.2851,5.2851,decreased predicted RUL
FD002,254,57.1789,8,sensor_6_rolling_mean,-3.7587,3.7587,decreased predicted RUL
FD002,254,57.1789,9,sensor_12,-3.2068,3.2068,decreased predicted RUL
FD002,254,57.1789,10,sensor_4_rolling_mean,3.1666,3.1666,increased predicted RUL
FD002,255,115.7611,1,cycle,-28.9782,28.9782,decreased predicted RUL
FD002,255,115.7611,2,sensor_4,10.153,10.153,increased predicted RUL
FD002,255,115.7611,3,sensor_15,-7.5089,7.5089,decreased predicted RUL
FD002,255,115.7611,4,sensor_15_diff,6.5159,6.5159,increased predicted RUL
FD002,255,115.7611,5,sensor_2,6.1837,6.1837,increased predicted RUL
FD002,255,115.7611,6,sensor_13,5.5813,5.5813,increased predicted RUL
FD002,255,115.7611,7,sensor_21,-4.5382,4.5382,decreased predicted RUL
FD002,255,115.7611,8,sensor_8,3.8885,3.8885,increased predicted RUL
FD002,255,115.7611,9,sensor_4_diff,-3.881,3.881,decreased predicted RUL
FD002,255,115.7611,10,sensor_13_rolling_std,3.8166,3.8166,increased predicted RUL
FD002,256,132.5267,1,cycle,30.6352,30.6352,increased predicted RUL
FD002,256,132.5267,2,sensor_13,-13.2396,13.2396,decreased predicted RUL
FD002,256,132.5267,3,sensor_6,-7.7817,7.7817,decreased predicted RUL
FD002,256,132.5267,4,sensor_15,5.6527,5.6527,increased predicted RUL
FD002,256,132.5267,5,sensor_4,-5.078,5.078,decreased predicted RUL
FD002,256,132.5267,6,sensor_11,-4.9769,4.9769,decreased predicted RUL
FD002,256,132.5267,7,sensor_15_diff,-4.1281,4.1281,decreased predicted RUL
FD002,256,132.5267,8,sensor_20_rolling_mean,-3.3261,3.3261,decreased predicted RUL
FD002,256,132.5267,9,sensor_13_diff,2.4312,2.4312,increased predicted RUL
FD002,256,132.5267,10,sensor_3_rolling_mean,1.9936,1.9936,increased predicted RUL
FD002,257,57.2417,1,cycle,-34.4045,34.4045,decreased predicted RUL
FD002,257,57.2417,2,sensor_13,-30.1116,30.1116,decreased predicted RUL
FD002,257,57.2417,3,sensor_4,9.0486,9.0486,increased predicted RUL
FD002,257,57.2417,4,sensor_11,6.6614,6.6614,increased predicted RUL
FD002,257,57.2417,5,sensor_15_rolling_mean,-4.9943,4.9943,decreased predicted RUL
FD002,257,57.2417,6,sensor_21,-4.9911,4.9911,decreased predicted RUL
FD002,257,57.2417,7,sensor_12,-4.1852,4.1852,decreased predicted RUL
FD002,257,57.2417,8,sensor_14,3.6626,3.6626,increased predicted RUL
FD002,257,57.2417,9,sensor_11_rolling_mean,2.7515,2.7515,increased predicted RUL
FD002,257,57.2417,10,sensor_20_rolling_mean,-2.6252,2.6252,decreased predicted RUL
FD002,258,129.7472,1,sensor_15,20.9643,20.9643,increased predicted RUL
FD002,258,129.7472,2,cycle,-14.3067,14.3067,decreased predicted RUL
FD002,258,129.7472,3,sensor_11,-10.6566,10.6566,decreased predicted RUL
FD002,258,129.7472,4,sensor_13,8.8025,8.8025,increased predicted RUL
FD002,258,129.7472,5,sensor_21,6.5744,6.5744,increased predicted RUL
FD002,258,129.7472,6,sensor_15_diff,-5.8961,5.8961,decreased predicted RUL
FD002,258,129.7472,7,sensor_20,4.5046,4.5046,increased predicted RUL
FD002,258,129.7472,8,sensor_8,-3.6627,3.6627,decreased predicted RUL
